Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Unemployment rate,Inflation rate,GDP,Target
single,2nd phase - general contingent,intermediate choice,Management,daytime,Secondary education,125.0,Portuguese,Higher education - degree,Basic education 2nd cycle (6th/7th/8th year) or equiv,118.7,1,0,0,1,female,0,18,0,0,5,4,10.66666667,0,5,2,12.0,13.9,-0.3,0.79,Enrolled
single,1st phase - general contingent,intermediate choice,Nursing,daytime,Secondary education,152.0,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,139.0,1,0,0,1,female,0,18,0,0,7,6,14.33333333,0,7,6,14.33333333,7.6,2.6,0.32,Graduate
single,1st phase - general contingent,first choice,Veterinary Nursing,daytime,Secondary education,101.0,Portuguese,Secondary education,Basic education 1st cycle (4th/5th year) or equiv.,98.9,1,0,0,1,female,0,21,0,0,6,4,12.5,0,6,2,12.66666667,11.1,0.6,2.02,Enrolled
single,2nd phase - general contingent,first choice,Tourism,daytime,Secondary education,137.0,Portuguese,,Basic education 2nd cycle (6th/7th/8th year) or equiv,137.7,1,0,1,0,female,0,19,0,0,6,6,11.1,0,6,4,11.1,7.6,2.6,0.32,Dropout
single,1st phase - general contingent,intermediate choice,Nursing,daytime,Secondary education,123.0,Portuguese,Secondary education,Secondary education,113.6,1,0,0,1,female,0,21,0,0,7,7,14.69625,0,8,8,14.62222222,12.4,0.5,1.79,Graduate
single,1st phase - general contingent,first choice,Veterinary Nursing,daytime,Secondary education,120.0,Portuguese,Higher education - master,Secondary education,113.4,0,0,0,1,female,0,18,0,0,6,4,11.5,0,6,3,13.75,11.1,0.6,2.02,Enrolled
single,2nd phase - general contingent,intermediate choice,Oral Hygiene,daytime,Secondary education,131.0,Portuguese,Basic education 3rd cycle (9th/10th/11th year) or equiv,Basic education 2nd cycle (6th/7th/8th year) or equiv,128.5,0,0,0,1,female,1,18,0,0,7,7,12.85555556,0,8,8,13.9125,12.7,3.7,-1.7,Graduate
single,1st phase - general contingent,first choice,Nursing,daytime,Secondary education,141.0,Portuguese,Secondary education,Secondary education,142.8,0,0,0,1,female,0,18,0,0,7,7,13.7,0,8,8,13.99444444,11.1,0.6,2.02,Graduate
single,1st phase - general contingent,first choice,Equinculture,daytime,Secondary education,144.0,Portuguese,Higher education - degree,Secondary education,137.7,0,0,0,0,female,0,23,0,0,5,4,10.1,1,5,4,10.3,10.8,1.4,1.74,Dropout
single,1st phase - general contingent,first choice,Social Service,daytime,Secondary education,107.0,Portuguese,Basic education 3rd cycle (9th/10th/11th year) or equiv,Basic education 1st cycle (4th/5th year) or equiv.,103.5,1,0,0,1,female,0,20,0,0,6,3,11.2,0,6,4,12.0,16.2,0.3,-0.92,Enrolled
single,1st phase - general contingent,first choice,Nursing,daytime,Secondary education,133.0,Portuguese,Basic education 2nd cycle (6th/7th/8th year) or equiv,Basic education 2nd cycle (6th/7th/8th year) or equiv,123.2,0,0,0,1,female,0,18,0,0,7,7,13.28571429,0,8,8,13.33333333,16.2,0.3,-0.92,Graduate
single,2nd phase - general contingent,intermediate choice,Basic Education,daytime,Secondary education,126.0,Portuguese,Secondary education,Basic education 3rd cycle (9th/10th/11th year) or equiv,126.0,1,0,0,1,female,0,19,0,0,6,5,13.0,0,6,5,10.4,7.6,2.6,0.32,Enrolled
single,Over 23 years old,first choice,Nursing,daytime,Secondary education,133.1,Portuguese,Secondary education,Basic education 2nd cycle (6th/7th/8th year) or equiv,121.7,0,0,0,1,female,1,27,0,0,7,6,12.6,0,7,6,11.68571429,12.4,0.5,1.79,Enrolled
single,2nd phase - general contingent,first choice,Management,daytime,Secondary education,147.0,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,142.8,1,0,1,0,female,1,19,0,0,5,5,12.8,0,5,4,12.0,11.1,0.6,2.02,Enrolled
single,Change of course,first choice,Equinculture,daytime,Secondary education,120.0,Portuguese,Secondary education,Basic education 3rd cycle (9th/10th/11th year) or equiv,120.0,1,0,0,1,female,0,21,0,0,6,6,11.4,0,6,5,11.4,15.5,2.8,-4.06,Dropout
single,3rd phase - general contingent,first choice,Nursing,daytime,Secondary education,130.0,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 2nd cycle (6th/7th/8th year) or equiv,119.3,1,0,0,1,female,1,19,0,0,8,7,11.4,0,8,7,11.4,10.8,1.4,1.74,Graduate
single,Technological specialization diploma holders,first choice,Social Service,daytime,Secondary education,120.0,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,121.0,0,0,0,1,female,1,21,0,3,6,6,12.33333333,2,6,6,11.33333333,13.9,-0.3,0.79,Graduate
single,1st phase - general contingent,intermediate choice,Journalism and Communication,daytime,Secondary education,138.0,Portuguese,Basic education 3rd cycle (9th/10th/11th year) or equiv,Basic education 3rd cycle (9th/10th/11th year) or equiv,139.4,1,0,0,1,female,0,18,0,0,6,5,12.8,0,6,4,12.2,10.8,1.4,1.74,Graduate
single,2nd phase - general contingent,first choice,Veterinary Nursing,daytime,Secondary education,124.0,Portuguese,Basic education 3rd cycle (9th/10th/11th year) or equiv,Basic education 2nd cycle (6th/7th/8th year) or equiv,113.9,1,0,0,1,female,1,20,0,0,5,5,12.0,0,5,4,15.0,12.7,3.7,-1.7,Graduate
single,1st phase - general contingent,first choice,Basic Education,daytime,Secondary education,133.0,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,124.6,1,0,0,1,female,1,18,0,0,6,5,13.0,0,6,5,13.5,9.4,-0.8,-3.12,Graduate
single,2nd phase - general contingent,first choice,Communication Design,daytime,Secondary education,122.0,Portuguese,Secondary education,Secondary education,123.8,1,0,1,0,female,1,18,0,0,6,3,10.9,0,6,4,11.6,12.7,3.7,-1.7,Dropout
single,1st phase - general contingent,intermediate choice,Veterinary Nursing,daytime,Secondary education,138.0,Portuguese,Secondary education,Higher education - degree,126.3,1,0,0,1,female,0,18,0,0,6,6,14.0,0,6,6,13.33333333,8.9,1.4,3.51,Graduate
single,2nd phase - general contingent,intermediate choice,Journalism and Communication,daytime,Secondary education,134.0,Portuguese,Secondary education,Secondary education,120.4,1,0,0,1,female,1,18,0,0,6,6,12.33333333,0,6,6,13.5,16.2,0.3,-0.92,Graduate
single,1st phase - general contingent,intermediate choice,Nursing,daytime,Secondary education,128.0,Portuguese,Secondary education,Secondary education,120.5,1,0,0,1,female,1,19,0,0,7,5,13.04,0,7,7,12.5,12.4,0.5,1.79,Enrolled
single,Short cycle diploma holders,first choice,Veterinary Nursing,daytime,Professional higher technical course,140.0,Portuguese,Basic education 3rd cycle (9th/10th/11th year) or equiv,Basic education 2nd cycle (6th/7th/8th year) or equiv,144.9,1,0,1,0,female,0,23,0,7,11,11,13.16666667,4,9,8,13.33333333,8.9,1.4,3.51,Enrolled
single,Over 23 years old,first choice,Veterinary Nursing,daytime,Basic education 3rd cycle (9th/10th/11th year) or equiv,133.1,Portuguese,Basic education 3rd cycle (9th/10th/11th year) or equiv,Basic education 3rd cycle (9th/10th/11th year) or equiv,139.9,1,0,0,1,female,1,24,0,1,6,6,12.5,0,6,6,12.83333333,8.9,1.4,3.51,Graduate
single,1st phase - general contingent,intermediate choice,Nursing,daytime,Secondary education,141.0,Portuguese,Basic education 3rd cycle (9th/10th/11th year) or equiv,Basic education 3rd cycle (9th/10th/11th year) or equiv,126.0,1,0,0,1,female,0,18,0,0,8,7,15.65714286,0,8,7,15.65714286,12.7,3.7,-1.7,Graduate
single,1st phase - general contingent,intermediate choice,Communication Design,daytime,Secondary education,145.0,Portuguese,Secondary education,Basic education 3rd cycle (9th/10th/11th year) or equiv,133.5,0,0,0,1,female,0,19,0,0,6,6,12.16666667,0,6,6,11.33333333,12.7,3.7,-1.7,Graduate
single,2nd phase - general contingent,intermediate choice,Basic Education,daytime,Secondary education,145.0,Portuguese,Basic education 2nd cycle (6th/7th/8th year) or equiv,Basic education 3rd cycle (9th/10th/11th year) or equiv,127.9,1,0,0,1,female,0,19,0,0,6,3,11.7,0,6,1,11.7,10.8,1.4,1.74,Dropout
single,1st phase - general contingent,first choice,Social Service,daytime,Secondary education,108.0,Portuguese,Secondary education,Basic education 2nd cycle (6th/7th/8th year) or equiv,105.9,0,0,0,1,female,1,20,0,0,6,5,10.6,0,6,5,11.16666667,11.1,0.6,2.02,Enrolled
single,1st phase - general contingent,first choice,Veterinary Nursing,daytime,Secondary education,132.0,Portuguese,Secondary education,Other - 11th year of schooling,124.3,0,0,0,1,female,0,20,0,0,6,6,13.42857143,0,6,5,12.66666667,13.9,-0.3,0.79,Enrolled
single,Over 23 years old,first choice,Journalism and Communication,daytime,Secondary education,140.0,Portuguese,,Basic education 1st cycle (4th/5th year) or equiv.,102.5,0,0,0,1,female,0,26,0,0,6,6,11.8,0,6,4,11.3,7.6,2.6,0.32,Dropout
single,Over 23 years old,first choice,Tourism,daytime,Basic education 3rd cycle (9th/10th/11th year) or equiv,133.1,Portuguese,Basic education 3rd cycle (9th/10th/11th year) or equiv,Secondary education,97.0,0,0,1,0,male,0,36,0,0,5,5,10.9,0,5,1,10.3,15.5,2.8,-4.06,Dropout
single,Transfer,first choice,Informatics Engineering,daytime,Secondary education,120.0,Portuguese,Basic education 3rd cycle (9th/10th/11th year) or equiv,Basic education 1st cycle (4th/5th year) or equiv.,113.8,0,0,0,0,male,0,27,0,0,5,1,10.6,0,5,3,10.3,15.5,2.8,-4.06,Dropout
single,1st phase - general contingent,intermediate choice,Informatics Engineering,daytime,Secondary education,120.0,Portuguese,Higher education - degree,Secondary education,116.9,0,0,0,1,male,0,18,0,0,5,1,10.9,0,5,3,10.4,8.9,1.4,3.51,Dropout
single,1st phase - general contingent,intermediate choice,Nursing,daytime,Secondary education,139.0,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 2nd cycle (6th/7th/8th year) or equiv,124.0,1,0,0,1,male,1,18,0,0,8,7,13.33142857,0,8,7,13.33142857,10.8,1.4,1.74,Graduate
single,Over 23 years old,first choice,Communication Design,daytime,Secondary education,139.3,Portuguese,Basic education 2nd cycle (6th/7th/8th year) or equiv,Basic education 2nd cycle (6th/7th/8th year) or equiv,117.5,0,0,0,1,male,0,28,0,0,6,4,10.0,0,6,6,11.0,12.4,0.5,1.79,Dropout
single,1st phase - general contingent,first choice,Nursing,daytime,Secondary education,138.0,Portuguese,Basic education 3rd cycle (9th/10th/11th year) or equiv,Basic education 1st cycle (4th/5th year) or equiv.,141.0,0,0,0,1,male,0,19,0,0,7,6,13.7,0,7,6,13.7,7.6,2.6,0.32,Graduate
single,Over 23 years old,first choice,Advertising and Marketing Management,daytime,12th year of schooling - not completed,133.1,Portuguese,Frequency of higher education,Technical-professional course,120.0,0,0,1,0,male,0,26,0,0,5,1,10.8,0,5,5,11.8,9.4,-0.8,-3.12,Dropout
single,Change of institution/course,first choice,Informatics Engineering,daytime,Secondary education,136.0,Portuguese,Secondary education,Basic education 3rd cycle (9th/10th/11th year) or equiv,133.6,1,0,0,1,male,0,20,0,4,9,9,10.6,2,7,8,11.2,11.1,0.6,2.02,Dropout
single,1st phase - general contingent,last choice,Nursing,daytime,Secondary education,134.0,Portuguese,Basic education 2nd cycle (6th/7th/8th year) or equiv,Basic education 2nd cycle (6th/7th/8th year) or equiv,122.0,1,0,0,1,male,0,19,0,0,8,7,12.2,0,8,7,12.2,12.7,3.7,-1.7,Graduate
single,1st phase - general contingent,first choice,Management,daytime,Secondary education,140.0,Portuguese,Basic education 3rd cycle (9th/10th/11th year) or equiv,Basic education 3rd cycle (9th/10th/11th year) or equiv,120.0,1,0,0,1,male,0,21,0,0,5,3,10.3,0,5,2,11.3,12.7,3.7,-1.7,Dropout
single,Short cycle diploma holders,first choice,Advertising and Marketing Management,daytime,Professional higher technical course,110.0,Portuguese,Secondary education,Basic education 3rd cycle (9th/10th/11th year) or equiv,114.2,0,0,0,1,male,1,23,0,0,6,5,13.0,0,6,6,12.85714286,8.9,1.4,3.51,Graduate
single,Over 23 years old,first choice,Social Service (evening attendance),evening,Basic education 2nd cycle (6th/7th/8th year) or equiv,133.1,Portuguese,Basic education 2nd cycle (6th/7th/8th year) or equiv,Basic education 1st cycle (4th/5th year) or equiv.,95.5,0,0,0,1,male,0,29,0,0,6,6,12.0,0,6,6,14.0,11.1,0.6,2.02,Graduate
single,1st phase - general contingent,first choice,Nursing,daytime,Secondary education,129.0,Portuguese,Secondary education,Secondary education,120.0,0,0,0,1,male,0,20,0,0,8,7,15.02857143,0,8,7,15.02857143,12.7,3.7,-1.7,Graduate
single,1st phase - general contingent,first choice,Social Service,daytime,Secondary education,116.0,Portuguese,Secondary education,Basic education 3rd cycle (9th/10th/11th year) or equiv,111.1,0,0,0,1,male,0,18,0,0,6,6,12.0,0,6,6,11.71428571,15.5,2.8,-4.06,Graduate
single,1st phase - general contingent,first choice,Journalism and Communication,daytime,Secondary education,130.0,Portuguese,Secondary education,Basic education 2nd cycle (6th/7th/8th year) or equiv,128.6,1,0,0,1,male,0,19,0,0,6,5,12.0,0,6,5,12.4,9.4,-0.8,-3.12,Graduate
single,Holders of other higher courses,first choice,Oral Hygiene,daytime,Higher education - degree,130.0,Portuguese,Secondary education,Basic education 1st cycle (4th/5th year) or equiv.,130.0,0,0,0,0,male,0,23,0,3,7,1,10.1,3,8,1,11.0,10.8,1.4,1.74,Dropout
single,2nd phase - general contingent,first choice,Management,daytime,Secondary education,136.0,Portuguese,Secondary education,Secondary education,122.7,1,0,0,1,male,0,18,0,0,5,5,12.0,0,5,4,12.5,15.5,2.8,-4.06,Enrolled
single,1st phase - general contingent,intermediate choice,Communication Design,daytime,Secondary education,117.0,Portuguese,Basic education 3rd cycle (9th/10th/11th year) or equiv,Basic education 1st cycle (4th/5th year) or equiv.,131.0,1,0,1,0,male,0,21,0,0,6,4,11.7,0,6,2,10.7,9.4,-0.8,-3.12,Dropout
single,Change of institution/course,first choice,Social Service,daytime,Secondary education,141.0,Portuguese,Secondary education,Secondary education,125.0,0,0,0,1,male,0,22,0,0,6,2,10.4,0,6,1,10.2,11.1,0.6,2.02,Dropout
single,3rd phase - general contingent,first choice,Oral Hygiene,daytime,Secondary education,133.1,Portuguese,Higher education - degree,Basic education 3rd cycle (9th/10th/11th year) or equiv,106.0,1,0,0,1,male,0,21,0,0,7,7,12.375,0,7,5,12.58333333,8.9,1.4,3.51,Graduate
single,Over 23 years old,first choice,Nursing,daytime,Secondary education,133.1,Portuguese,Basic education 2nd cycle (6th/7th/8th year) or equiv,Basic education 3rd cycle (9th/10th/11th year) or equiv,128.0,1,0,0,0,male,0,32,0,0,7,7,11.7,0,8,6,10.3,16.2,0.3,-0.92,Dropout
single,Holders of other higher courses,first choice,Agronomy,daytime,Higher education - degree,120.0,Portuguese,Secondary education,Basic education 3rd cycle (9th/10th/11th year) or equiv,120.0,1,0,0,1,male,0,27,0,14,18,18,11.42105263,10,13,13,11.07692308,15.5,2.8,-4.06,Graduate
single,1st phase - general contingent,first choice,Nursing,daytime,Secondary education,148.0,Portuguese,Basic education 3rd cycle (9th/10th/11th year) or equiv,Basic education 2nd cycle (6th/7th/8th year) or equiv,134.8,1,0,0,1,male,0,18,0,0,7,6,13.35,0,7,6,13.35,7.6,2.6,0.32,Graduate
single,Over 23 years old,first choice,Communication Design,daytime,Secondary education,130.0,Portuguese,Secondary education,Secondary education,112.0,1,0,0,1,male,1,24,0,0,6,6,15.0,0,6,2,16.0,15.5,2.8,-4.06,Graduate
single,1st phase - general contingent,first choice,Equinculture,daytime,Secondary education,120.0,Portuguese,Basic education 3rd cycle (9th/10th/11th year) or equiv,Basic education 1st cycle (4th/5th year) or equiv.,116.1,1,0,0,1,male,0,22,0,0,5,5,11.8,0,5,2,10.1,12.7,3.7,-1.7,Dropout
single,Change of course,first choice,Equinculture,daytime,Secondary education,120.0,Portuguese,Higher education - bachelor degree,Higher education - degree,120.0,1,0,0,0,male,0,22,0,0,6,1,11.9,0,4,1,10.6,10.8,1.4,1.74,Dropout
single,1st phase - general contingent,intermediate choice,Management,daytime,Secondary education,133.0,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,119.7,1,0,0,1,male,0,19,0,0,5,5,13.25,0,5,5,11.83333333,13.9,-0.3,0.79,Graduate
single,2nd phase - general contingent,last choice,Informatics Engineering,daytime,Secondary education,129.0,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,2nd year complementary high school course,117.1,1,0,0,1,male,0,19,0,0,5,1,11.1,0,5,5,11.4,7.6,2.6,0.32,Dropout
single,1st phase - general contingent,intermediate choice,Veterinary Nursing,daytime,Secondary education,118.0,Portuguese,Secondary education,Basic education 3rd cycle (9th/10th/11th year) or equiv,112.4,1,0,0,1,male,0,21,0,0,5,4,11.5,0,5,3,10.6,10.8,1.4,1.74,Enrolled
single,1st phase - general contingent,intermediate choice,Nursing,daytime,Secondary education,140.0,Portuguese,Secondary education,Secondary education,131.0,1,0,0,1,female,1,18,0,0,8,8,13.88125,0,8,8,13.88125,9.4,-0.8,-3.12,Graduate
single,1st phase - general contingent,intermediate choice,Tourism,daytime,Secondary education,127.0,Portuguese,Higher education - degree,Basic education 3rd cycle (9th/10th/11th year) or equiv,130.9,1,0,0,1,female,0,18,0,0,6,6,11.33333333,0,6,5,12.6,9.4,-0.8,-3.12,Graduate
single,2nd phase - general contingent,first choice,Social Service,daytime,Secondary education,132.0,Portuguese,Secondary education,Basic education 3rd cycle (9th/10th/11th year) or equiv,127.1,1,0,0,1,female,0,19,0,0,6,6,12.85714286,0,6,6,13.66666667,13.9,-0.3,0.79,Graduate
single,2nd phase - general contingent,intermediate choice,Journalism and Communication,daytime,Secondary education,113.0,Portuguese,Basic education 2nd cycle (6th/7th/8th year) or equiv,Basic education 2nd cycle (6th/7th/8th year) or equiv,110.2,1,0,1,1,female,0,19,0,0,6,5,11.6,0,6,6,12.5,8.9,1.4,3.51,Graduate
single,2nd phase - general contingent,first choice,Tourism,daytime,Secondary education,115.0,Portuguese,Other - 11th year of schooling,Secondary education,108.7,1,0,0,1,female,1,18,0,0,6,5,11.4,0,6,6,11.33333333,12.4,0.5,1.79,Graduate
single,1st phase - general contingent,first choice,Equinculture,daytime,Secondary education,133.1,Portuguese,Secondary education,Secondary education,138.0,1,0,0,1,female,0,20,0,0,6,6,13.33333333,0,6,6,13.0,16.2,0.3,-0.92,Enrolled
